rho,V,W,CL,TR,PR,RC
1.007,360,60000,0.0196,98207.49,35354695.12,-191.7257
1.007,370,60000,0.0185,103731.99,38380836.46,-231.1192
1.007,380,60000,0.0176,109408.22,41575124.25,-273.3151
1.007,390,60000,0.0167,115236.15,44942099.46,-318.3892
1.007,10,70000,29.5802,116626.8,1166267.96,-7.1962
1.007,20,70000,7.395,29440.67,588813.46,10.5179
1.007,30,70000,3.2867,13631.66,408949.69,22.5521
1.007,40,70000,1.8488,8496.06,339842.57,33.0041
1.007,50,70000,1.1832,6555.2,327760.14,42.6414
1.007,60,70000,0.8217,5963.68,357820.81,51.6767
1.007,70,70000,0.6037,6089.19,426243.08,60.164
1.007,80,70000,0.4622,6667.6,533408.01,68.0978
1.007,90,70000,0.3652,7572.74,681546.64,75.4463
1.007,100,70000,0.2958,8738.15,873815.07,82.1644
1.007,110,70000,0.2445,10126.13,1113873.9,88.1997
1.007,120,70000,0.2054,11713.98,1405678.08,93.4958
1.007,130,70000,0.175,13487.41,1753363.68,97.9936
1.007,140,70000,0.1509,15437.02,2161183.18,101.6324
1.007,150,70000,0.1315,17556.44,2633466.71,104.3502
1.007,160,70000,0.1155,19841.24,3174597.76,106.0845
1.007,170,70000,0.1024,22288.22,3788997.48,106.7721
1.007,180,70000,0.0913,24895.08,4481114.24,106.3495
1.007,190,70000,0.0819,27660.09,5255416.44,104.7527
1.007,200,70000,0.074,30581.94,6116387.54,101.9179
1.007,210,70000,0.0671,33659.63,7068522.41,97.7807
1.007,220,70000,0.0611,36892.39,8116324.83,92.2769
1.007,230,70000,0.0559,40279.59,9264305.47,85.3419
1.007,240,70000,0.0514,43820.75,10516980.48,76.9113
1.007,250,70000,0.0473,47515.48,11878870.43,66.9204
1.007,260,70000,0.0438,51363.46,13354499.4,55.3048
1.007,270,70000,0.0406,55364.42,14948394.37,41.9996
1.007,280,70000,0.0377,59518.16,16665084.71,26.9402
1.007,290,70000,0.0352,63824.49,18509101.72,10.0618
1.007,300,70000,0.0329,68283.26,20484978.36,-8.7003
1.007,310,70000,0.0308,72894.35,22597248.94,-29.4108
1.007,320,70000,0.0289,77657.65,24850448.96,-52.1346
1.007,330,70000,0.0272,82573.08,27249114.87,-76.9365
1.007,340,70000,0.0256,87640.54,29797783.98,-103.8814
1.007,350,70000,0.0241,92859.98,32500994.31,-133.0339
1.007,360,70000,0.0228,98231.35,35363284.48,-164.459
1.007,370,70000,0.0216,103754.58,38389193.68,-198.2216
1.007,380,70000,0.0205,109429.64,41583261.54,-234.3864
1.007,390,70000,0.0194,115256.48,44950028.11,-273.0183
1.007,10,80000,33.8059,152305.7,1523056.95,-10.7566
1.007,20,80000,8.4515,38360.4,767207.96,6.9732
1.007,30,80000,3.7562,17595.98,527879.36,18.2465
1.007,40,80000,2.1129,10726,429039.82,27.7636
1.007,50,80000,1.3522,7982.36,399117.94,36.4193
1.007,60,80000,0.9391,6954.76,417285.64,44.4738
1.007,70,80000,0.6899,6817.33,477212.94,52.0064
1.007,80,80000,0.5282,7225.08,578006.63,59.0281
1.007,90,80000,0.4174,8013.22,721189.87,65.52
1.007,100,80000,0.3381,9094.94,909493.97,71.4478
1.007,110,80000,0.2794,10420.99,1146309.26,76.7693
1.007,120,80000,0.2348,11961.75,1435410.5,81.4372
1.007,130,80000,0.2,13698.53,1780808.98,85.4013
1.007,140,80000,0.1725,15619.06,2186668.11,88.6098
1.007,150,80000,0.1502,17715.02,2657252.65,91.0091
1.007,160,80000,0.1321,19980.61,3196897.07,92.5452
1.007,170,80000,0.117,22411.68,3809985.07,93.1632
1.007,180,80000,0.1043,25005.2,4500935.85,92.808
1.007,190,80000,0.0936,27758.92,5274194.81,91.4239
1.007,200,80000,0.0845,30671.13,6134226.98,88.9552
1.007,210,80000,0.0767,33740.54,7085512.37,85.3457
1.007,220,80000,0.0698,36966.1,8132542.51,80.5395
1.007,230,80000,0.0639,40347.03,9279818.03,74.4802
1.007,240,80000,0.0587,43882.69,10531846.69,67.1115
1.007,250,80000,0.0541,47572.57,11893141.99,58.377
1.007,260,80000,0.05,51416.24,13368222.05,48.2201
1.007,270,80000,0.0464,55413.37,14961608.78,36.5844
1.007,280,80000,0.0431,59563.67,16677827.17,23.4134
1.007,290,80000,0.0402,63866.91,18521404.79,8.6503
1.007,300,80000,0.0376,68322.9,20496871.32,-7.7614
1.007,310,80000,0.0352,72931.48,22608758.27,-25.8783
1.007,320,80000,0.033,77692.5,24861598.62,-45.7572
1.007,330,80000,0.031,82605.84,27259926.66,-67.4546
1.007,340,80000,0.0292,87671.41,29808277.78,-91.0274
1.007,350,80000,0.0276,92889.11,32511188.28,-116.5321
1.007,360,80000,0.0261,98258.88,35373195.29,-144.0255
1.007,370,80000,0.0247,103780.64,38398836.63,-173.5644
1.007,380,80000,0.0234,109454.34,41592650.73,-205.2054
1.007,390,80000,0.0222,115279.94,44959176.54,-239.0053
1.007,10,90000,38.0317,192741.78,1927417.81,-14.0543
1.007,20,90000,9.5079,48469.42,969388.39,3.952
1.007,30,90000,4.2257,22088.88,662666.31,14.7214
1.007,40,90000,2.377,13253.25,530130.03,23.5555
1.007,50,90000,1.5213,9599.8,479990.11,31.4741
1.007,60,90000,1.0564,8077.99,484679.12,38.7835
1.007,70,90000,0.7762,7642.55,534978.77,45.5861
1.007,80,90000,0.5942,7856.9,628551.74,51.9078
1.007,90,90000,0.4695,8512.43,766118.85,57.7408
1.007,100,90000,0.3803,9499.3,949930.05,63.0599
1.007,110,90000,0.3143,10755.18,1183069.34,67.8309
1.007,120,90000,0.2641,12242.56,1469107.24,72.0142
1.007,130,90000,0.225,13937.8,1811913.67,75.5667
1.007,140,90000,0.194,15825.36,2215551.03,78.4433
1.007,150,90000,0.169,17894.73,2684210.04,80.5974
1.007,160,90000,0.1486,20138.56,3222169.63,81.9816
1.007,170,90000,0.1316,22551.59,3833771.01,82.5475
1.007,180,90000,0.1174,25130,4523400.35,82.2464
1.007,190,90000,0.1054,27870.93,5295476.96,81.0292
1.007,200,90000,0.0951,30772.23,6154445.03,78.8466
1.007,210,90000,0.0862,33832.23,7104767.64,75.6489
1.007,220,90000,0.0786,37049.65,8150922.55,71.3865
1.007,230,90000,0.0719,40423.47,9297398.94,66.0093
1.007,240,90000,0.066,43952.9,10548695.06,59.4675
1.007,250,90000,0.0609,47637.27,11909316.42,51.7109
1.007,260,90000,0.0563,51476.06,13383774.39,42.6895
1.007,270,90000,0.0522,55468.83,14976585.11,32.3531
1.007,280,90000,0.0485,59615.25,16692268.63,20.6514
1.007,290,90000,0.0452,63914.99,18535348.27,7.5342
1.007,300,90000,0.0423,68367.83,20510350.02,-7.0488
1.007,310,90000,0.0396,72973.56,22621802.16,-23.1479
1.007,320,90000,0.0371,77731.98,24874234.89,-40.8134
1.007,330,90000,0.0349,82642.97,27272180.02,-60.0958
1.007,340,90000,0.0329,87706.38,29820170.74,-81.0454
1.007,350,90000,0.031,92922.12,32522741.44,-103.7125
1.007,360,90000,0.0293,98290.08,35384427.53,-128.1475
1.007,370,90000,0.0278,103810.18,38409765.3,-154.4009
1.007,380,90000,0.0263,109482.35,41603291.8,-182.5231
1.007,390,90000,0.025,115306.53,44969544.77,-212.5644
1.007,10,100000,42.2574,237935.05,2379350.53,-17.1682
1.007,20,100000,10.5643,59767.74,1195354.75,1.2971
1.007,30,100000,4.6953,27110.35,813310.55,11.7429
1.007,40,100000,2.6411,16077.83,643113.21,20.0701
1.007,50,100000,1.6903,11407.53,570376.65,27.4228
1.007,60,100000,1.1738,9333.35,560001.24,34.1519
1.007,70,100000,0.8624,8564.87,599540.59,40.3818
1.007,80,100000,0.6603,8563.04,685043.33,46.1521
1.007,90,100000,0.5217,9070.37,816333.6,51.4645
1.007,100,100000,0.4226,9951.23,995123.33,56.302
1.007,110,100000,0.3492,11128.67,1224154.14,60.637
1.007,120,100000,0.2935,12556.4,1506768.3,64.4362
1.007,130,100000,0.25,14205.21,1846677.72,67.6624
1.007,140,100000,0.2156,16055.94,2247831.94,70.2762
1.007,150,100000,0.1878,18095.59,2714338.88,72.2364
1.007,160,100000,0.1651,20315.1,3250415.42,73.501
1.007,170,100000,0.1462,22707.97,3860355.28,74.0269
1.007,180,100000,0.1304,25269.49,4548507.72,73.7707
1.007,190,100000,0.1171,27996.12,5319262.9,72.6885
1.007,200,100000,0.1056,30885.21,6177041.66,70.736
1.007,210,100000,0.0958,33934.71,7126288.25,67.8688
1.007,220,100000,0.0873,37143.02,8171464.95,64.0424
1.007,230,100000,0.0799,40508.91,9317048.19,59.2119
1.007,240,100000,0.0734,44031.36,10567525.59,53.3324
1.007,250,100000,0.0676,47709.57,11927393.73,46.3591
1.007,260,100000,0.0625,51542.91,13401156.42,38.2468
1.007,270,100000,0.058,55530.83,14993323.36,28.9504
1.007,280,100000,0.0539,59672.89,16708409.09,18.4249
1.007,290,100000,0.0502,63968.73,18550932.15,6.625
1.007,300,100000,0.047,68418.05,20525414.44,-6.4945
1.007,310,100000,0.044,73020.58,22636380.64,-20.9789
1.007,320,100000,0.0413,77776.12,24888357.79,-36.8733
1.007,330,100000,0.0388,82684.47,27285874.95,-54.2232
1.007,340,100000,0.0366,87745.48,29833462.88,-73.0737
1.007,350,100000,0.0345,92959.01,32535653.81,-93.4703
1.007,360,100000,0.0326,98324.95,35396981.22,-115.4583
1.007,370,100000,0.0309,103843.19,38421979.7,-139.083
1.007,380,100000,0.0293,109513.64,41615184.77,-164.3897
1.007,390,100000,0.0278,115336.24,44981132.79,-191.4238
1.007,10,110000,46.4831,287885.51,2878855.12,-20.1484
1.007,20,110000,11.6208,72255.35,1445107.04,-1.0913
1.007,30,110000,5.1648,32660.4,979812.08,9.1617
1.007,40,110000,2.9052,19199.73,767989.36,17.1104
1.007,50,110000,1.8593,13405.55,670277.57,24.0217
1.007,60,110000,1.2912,10720.87,643252,30.2904
1.007,70,110000,0.9486,9584.26,670898.39,36.0621
1.007,80,110000,0.7263,9343.52,747481.4,41.3889
1.007,90,110000,0.5739,9687.05,871834.11,46.2814
1.007,100,110000,0.4648,10450.74,1045073.79,50.7295
1.007,110,110000,0.3842,11541.49,1269563.64,54.7117
1.007,120,110000,0.3228,12903.28,1548393.68,58.1999
1.007,130,110000,0.275,14500.78,1885101.15,61.162
1.007,140,110000,0.2372,16310.79,2283510.83,63.5631
1.007,150,110000,0.2066,18317.59,2747639.19,65.3667
1.007,160,110000,0.1816,20510.22,3281634.46,66.5353
1.007,170,110000,0.1608,22880.81,3889737.91,67.0301
1.007,180,110000,0.1435,25423.66,4576257.97,66.812
1.007,190,110000,0.1288,28134.49,5345552.61,65.8414
1.007,200,110000,0.1162,31010.08,6202016.89,64.0784
1.007,210,110000,0.1054,34047.97,7150074.18,61.4827
1.007,220,110000,0.096,37246.23,8194169.7,58.014
1.007,230,110000,0.0879,40603.33,9338765.78,53.6316
1.007,240,110000,0.0807,44118.08,10588338.28,48.2948
1.007,250,110000,0.0744,47789.5,11947373.91,41.963
1.007,260,110000,0.0688,51616.8,13420368.14,34.5951
1.007,270,110000,0.0638,55599.35,15011823.53,26.1504
1.007,280,110000,0.0593,59736.6,16726248.54,16.5877
1.007,290,110000,0.0553,64028.13,18568156.45,5.8661
1.007,300,110000,0.0516,68473.55,20542064.6,-6.0555
1.007,310,110000,0.0484,73072.56,22652493.69,-19.2182
1.007,320,110000,0.0454,77824.9,24903967.31,-33.6631
1.007,330,110000,0.0427,82730.34,27301011.45,-49.4314
1.007,340,110000,0.0402,87788.69,29848154.19,-66.5642
1.007,350,110000,0.0379,92999.79,32549925.37,-85.1028
1.007,360,110000,0.0359,98363.49,35410856.35,-105.0882
1.007,370,110000,0.034,103879.68,38435479.82,-126.5618
1.007,380,110000,0.0322,109548.24,41628329.63,-149.5647
1.007,390,110000,0.0306,115369.08,44993940.6,-174.1381
1.007,10,120000,50.7089,342593.16,3425931.57,-23.0283
1.007,20,120000,12.6772,85932.26,1718645.26,-3.2798
1.007,30,120000,5.6343,38739.03,1162170.9,6.8785
1.007,40,120000,3.1693,22618.96,904758.47,14.5447
1.007,50,120000,2.0284,15593.86,779692.86,21.1081
1.007,60,120000,1.4086,12240.52,734431.41,27.0063
1.007,70,120000,1.0349,10700.75,749052.17,32.4056
1.007,80,120000,0.7923,10198.32,815865.96,37.3699
1.007,90,120000,0.626,10362.45,932620.38,41.9181
1.007,100,120000,0.5071,10997.81,1099781.43,46.0462
1.007,110,120000,0.4191,11993.62,1319297.87,49.738
1.007,120,120000,0.3521,13283.19,1593983.38,52.97
1.007,130,120000,0.3001,14824.49,1927183.95,55.7144
1.007,140,120000,0.2587,16589.91,2322587.72,57.9405
1.007,150,120000,0.2254,18560.74,2784110.95,59.6156
1.007,160,120000,0.1981,20723.92,3315826.74,60.7057
1.007,170,120000,0.1755,23070.11,3921918.87,61.176
1.007,180,120000,0.1565,25592.51,4606651.11,60.991
1.007,190,120000,0.1405,28286.03,5374346.11,60.1147
1.007,200,120000,0.1268,31146.85,6229370.72,58.5106
1.007,210,120000,0.115,34172.03,7176125.44,56.1421
1.007,220,120000,0.1048,37359.26,8219036.81,52.9722
1.007,230,120000,0.0959,40706.75,9362551.71,48.964
1.007,240,120000,0.088,44213.05,10611133.13,44.0803
1.007,250,120000,0.0811,47877.03,11969256.97,38.2837
1.007,260,120000,0.075,51697.73,13441409.54,31.5369
1.007,270,120000,0.0696,55674.39,15032085.62,23.8023
1.007,280,120000,0.0647,59806.38,16745786.98,15.0426
1.007,290,120000,0.0603,64093.18,18587021.15,5.2201
1.007,300,120000,0.0563,68534.33,20560300.48,-5.7028
1.007,310,120000,0.0528,73129.49,22670141.32,-17.7637
1.007,320,120000,0.0495,77878.32,24921063.45,-31.0003
1.007,330,120000,0.0466,82780.57,27317589.53,-45.4503
1.007,340,120000,0.0439,87836.01,29864244.68,-61.1513
1.007,350,120000,0.0414,93044.45,32565556.12,-78.1411
1.007,360,120000,0.0391,98405.7,35426052.91,-96.4575
1.007,370,120000,0.037,103919.64,38450265.67,-116.1382
1.007,380,120000,0.0351,109586.12,41642726.37,-137.2209
1.007,390,120000,0.0333,115405.05,45007968.2,-159.7435
1.007,10,130000,54.9346,402057.99,4020579.89,-25.8311
1.007,20,130000,13.7337,100798.47,2015969.42,-5.3147
1.007,30,130000,6.1038,45346.23,1360387,4.8247
1.007,40,130000,3.4334,26335.51,1053420.55,12.2824
1.007,50,130000,2.1974,17972.45,898622.52,18.5695
1.007,60,130000,1.526,13892.32,833539.46,24.1666
1.007,70,130000,1.1211,11914.31,834001.93,29.2594
1.007,80,130000,0.8584,11127.46,890197,33.9235
1.007,90,130000,0.6782,11096.58,998692.41,38.1854
1.007,100,130000,0.5493,11592.46,1159246.26,42.0467
1.007,110,130000,0.454,12485.06,1373356.8,45.4961
1.007,120,130000,0.3815,13696.15,1643537.41,48.5142
1.007,130,130000,0.3251,15176.35,1972926.13,51.0768
1.007,140,130000,0.2803,16893.3,2365062.6,53.1568
1.007,150,130000,0.2442,18825.03,2823754.17,54.7248
1.007,160,130000,0.2146,20956.2,3352992.26,55.7502
1.007,170,130000,0.1901,23275.87,3956898.19,56.2011
1.007,180,130000,0.1696,25776.04,4639687.13,56.0453
1.007,190,130000,0.1522,28450.75,5405643.39,55.2497
1.007,200,130000,0.1373,31295.52,6259103.13,53.7811
1.007,210,130000,0.1246,34306.87,7204442.03,51.6056
1.007,220,130000,0.1135,37482.12,8246066.28,48.6895
1.007,230,130000,0.1038,40819.16,9388405.98,44.9987
1.007,240,130000,0.0954,44316.29,10635910.15,40.4989
1.007,250,130000,0.0879,47972.17,11993042.9,35.1558
1.007,260,130000,0.0813,51785.69,13464280.63,28.935
1.007,270,130000,0.0754,55755.96,15054109.63,21.802
1.007,280,130000,0.0701,59882.23,16767024.42,13.7221
1.007,290,130000,0.0653,64163.88,18607526.27,4.6608
1.007,300,130000,0.061,68600.41,20580122.09,-5.4166
1.007,310,130000,0.0572,73191.37,22689323.52,-16.5449
1.007,320,130000,0.0536,77936.39,24939646.21,-28.7586
1.007,330,130000,0.0504,82835.18,27335609.17,-42.0927
1.007,340,130000,0.0475,87887.45,29881734.33,-56.5819
1.007,350,130000,0.0448,93092.99,32582546.07,-72.261
1.007,360,130000,0.0424,98451.59,35442570.92,-89.1648
1.007,370,130000,0.0401,103963.07,38466337.25,-107.3281
1.007,380,130000,0.038,109627.3,41658375.01,-126.7858
1.007,390,130000,0.0361,115444.14,45023215.59,-147.5728
1.007,10,140000,59.1603,466280.01,4662800.07,-28.5733
1.007,20,140000,14.7901,116853.98,2337079.51,-7.2287
1.007,30,140000,6.5734,52482.01,1574460.4,2.951
1.007,40,140000,3.6975,30349.39,1213975.6,10.2582
1.007,50,140000,2.3664,20541.33,1027066.56,16.3257
1.007,60,140000,1.6433,15676.27,940576.16,21.6758
1.007,70,140000,1.2074,13224.97,925747.67,26.5141
1.007,80,140000,0.9244,12130.93,970474.52,30.927
1.007,90,140000,0.7304,11889.45,1070050.21,34.9481
1.007,100,140000,0.5916,12234.68,1223468.28,38.5847
1.007,110,140000,0.4889,13015.82,1431740.46,41.8294
1.007,120,140000,0.4108,14142.13,1697055.76,44.6666
1.007,130,140000,0.3501,15556.37,2022327.69,47.0756
1.007,140,140000,0.3018,17220.97,2410935.47,49.0322
1.007,150,140000,0.2629,19110.46,2866568.85,50.5101
1.007,160,140000,0.2311,21207.07,3393131.02,51.4813
1.007,170,140000,0.2047,23498.09,3994675.84,51.9169
1.007,180,140000,0.1826,25974.26,4675366.03,51.7872
1.007,190,140000,0.1639,28628.65,5439444.45,51.0619
1.007,200,140000,0.1479,31456.07,6291214.14,49.7102
1.007,210,140000,0.1342,34452.49,7235023.94,47.7011
1.007,220,140000,0.1222,37614.81,8275258.11,45.0032
1.007,230,140000,0.1118,40940.56,9416328.6,41.5851
1.007,240,140000,0.1027,44427.79,10662669.32,37.415
1.007,250,140000,0.0947,48074.93,12018731.71,32.4612
1.007,260,140000,0.0875,51880.7,13488981.4,26.6918
1.007,270,140000,0.0812,55844.06,15077895.56,20.0748
1.007,280,140000,0.0755,59964.15,16789960.86,12.5781
1.007,290,140000,0.0703,64240.25,18629671.79,4.1697
1.007,300,140000,0.0657,68671.76,20601529.43,-5.1826
1.007,310,140000,0.0616,73258.19,22710040.3,-15.5111
1.007,320,140000,0.0578,77999.11,24959715.59,-26.8478
1.007,330,140000,0.0543,82894.15,27355070.39,-39.2251
1.007,340,140000,0.0512,87943.01,29900623.16,-52.6752
1.007,350,140000,0.0483,93145.41,32600895.22,-67.2305
1.007,360,140000,0.0456,98501.14,35460410.37,-82.9233
1.007,370,140000,0.0432,104009.99,38483694.55,-99.7858
1.007,380,140000,0.041,109671.78,41675275.54,-117.8504
1.007,390,140000,0.0389,115486.37,45039682.78,-137.1495
1.007,10,150000,63.3861,535259.21,5352592.11,-31.2671
1.007,20,150000,15.8465,134098.78,2681975.54,-9.0461
1.007,30,150000,7.0429,60146.37,1804391.08,1.2214
1.007,40,150000,3.9616,34660.59,1386423.61,8.4247
1.007,50,150000,2.5354,23300.5,1165024.97,14.3176
1.007,60,150000,1.7607,17592.36,1055541.5,19.4643
1.007,70,150000,1.2936,14632.71,1024289.39,24.0896
1.007,80,150000,0.9904,13208.73,1056698.52,28.2904
1.007,90,150000,0.7825,12741.04,1146693.77,32.1073
1.007,100,150000,0.6339,12924.47,1292447.49,35.5525
1.007,110,150000,0.5239,13585.9,1494448.82,38.6227
1.007,120,150000,0.4402,14621.15,1754538.43,41.3056
1.007,130,150000,0.3751,15964.53,2075388.61,43.5835
1.007,140,150000,0.3234,17572.9,2460206.33,45.4349
1.007,150,150000,0.2817,19417.03,2912554.99,46.8362
1.007,160,150000,0.2476,21476.52,3436243.02,47.7618
1.007,170,150000,0.2193,23736.78,4035251.85,48.1853
1.007,180,150000,0.1956,26187.15,4713687.81,48.0793
1.007,190,150000,0.1756,28819.73,5475749.29,47.4157
1.007,200,150000,0.1585,31628.52,6325703.74,46.1662
1.007,210,150000,0.1437,34608.91,7267871.18,44.302
1.007,220,150000,0.131,37757.33,8306612.29,41.7939
1.007,230,150000,0.1198,41070.95,9446319.56,38.6128
1.007,240,150000,0.11,44547.54,10691410.65,34.7291
1.007,250,150000,0.1014,48185.29,12046323.39,30.1132
1.007,260,150000,0.0938,51982.74,13515511.87,24.7355
1.007,270,150000,0.0869,55938.68,15103443.42,18.5661
1.007,280,150000,0.0808,60052.13,16814596.29,11.5753
1.007,290,150000,0.0754,64322.27,18653457.73,3.7331
1.007,300,150000,0.0704,68748.41,20624522.5,-4.9904
1.007,310,150000,0.066,73329.97,22732291.66,-14.6253
1.007,320,150000,0.0619,78066.47,24981271.59,-25.2016
1.007,330,150000,0.0582,82957.49,27375973.18,-36.7494
1.007,340,150000,0.0548,88002.68,29920911.16,-49.2988
1.007,350,150000,0.0517,93201.72,32620603.57,-62.8799
1.007,360,150000,0.0489,98554.36,35479571.26,-77.5228
1.007,370,150000,0.0463,104060.37,38502337.58,-93.2577
1.007,380,150000,0.0439,109719.55,41693427.97,-110.1147
1.007,390,150000,0.0417,115531.72,45057369.75,-128.1241
1.007,10,160000,67.6118,608995.6,6089956.03,-33.9214
1.007,20,160000,16.903,152532.87,3050657.49,-10.785
1.007,30,160000,7.5124,68339.3,2050179.05,-0.3911
1.007,40,160000,4.2257,39269.11,1570764.59,6.746
1.007,50,160000,2.7045,26249.96,1312497.75,12.501
1.007,60,160000,1.8781,19640.59,1178435.48,17.4797
1.007,70,160000,1.3798,16137.53,1129627.09,21.9256
1.007,80,160000,1.0564,14360.86,1148869.01,25.9462
1.007,90,160000,0.8347,13651.37,1228623.1,29.5885
1.007,100,160000,0.6761,13661.84,1366183.88,32.8696
1.007,110,160000,0.5588,14195.29,1561481.91,35.7898
1.007,120,160000,0.4695,15133.21,1815985.42,38.34
1.007,130,160000,0.4001,16400.84,2132108.91,40.505
1.007,140,160000,0.345,17949.11,2512875.18,42.2661
1.007,150,160000,0.3005,19744.75,2961712.58,43.6017
1.007,160,160000,0.2641,21764.55,3482328.27,44.4886
1.007,170,160000,0.234,23991.92,4078626.19,44.9026
1.007,180,160000,0.2087,26414.74,4754652.47,44.8183
1.007,190,160000,0.1873,29023.99,5514557.92,44.2097
1.007,200,160000,0.169,31812.86,6362571.94,43.0504
1.007,210,160000,0.1533,34776.11,7302983.75,41.3137
1.007,220,160000,0.1397,37909.68,8340128.83,38.9723
1.007,230,160000,0.1278,41210.34,9478378.86,35.9991
1.007,240,160000,0.1174,44675.56,10722134.15,32.3665
1.007,250,160000,0.1082,48303.27,12075817.95,28.0468
1.007,260,160000,0.1,52091.82,13543872.02,23.0123
1.007,270,160000,0.0927,56039.83,15130753.19,17.2351
1.007,280,160000,0.0862,60146.18,16840930.71,10.6873
1.007,290,160000,0.0804,64409.95,18678884.07,3.3409
1.007,300,160000,0.0751,68830.34,20649101.29,-4.8321
