rho,W,V,S,b,AR,Cd0,e,CL,CD,CL/CD,TR,PR,TA,PA,RC
0.413,80000,30,17,17.47,17.95299412,0.051,0.77,25.32086281,14.82165446,1.708369526,46828.27619,1404848.286,27172.36571,815170.9714,-7.370966427
1.112,110000,220,34,33,32.02941176,0.051,0.77,0.120224676,0.051186646,2.348750818,46833.40572,10303349.26,73161.4302,16095514.64,52.65604897
0.413,130000,160,85,24,6.776470588,0.1,0.93,0.28931064,0.10422973,2.775701705,46835.00384,7493600.615,27172.36571,4347578.514,-24.20017001
0.819,180000,360,17,17.47,17.95299412,0.051,0.77,0.199510003,0.051917006,3.842864208,46840.06258,16862422.53,53884.18286,19398305.83,14.08824055
0.525,130000,320,34,33,32.02941176,0.051,0.77,0.142244398,0.051261277,2.774889866,46848.70618,14991585.98,34541.14286,11053165.71,-30.29554049
1.225,150000,210,17,17.47,17.95299412,0.1,0.93,0.326661277,0.102035382,3.201451025,46853.75438,9839288.42,80596,16925160,47.23914387
0.413,180000,360,17,17.47,17.95299412,0.1,0.93,0.395638481,0.10298571,3.841683306,46854.46084,16867605.9,27172.36571,9782051.657,-39.36419024
0.525,140000,200,85,24,6.776470588,0.051,0.77,0.156862745,0.052501812,2.987758667,46857.86758,9371573.516,34541.14286,6908228.571,-17.59532104
1.007,200000,140,47,54,62.04255319,0.1,0.93,0.431197855,0.101026245,4.268176611,46858.41712,6560178.397,66253.20163,9275448.229,13.57634916
1.112,100000,90,103,40,15.53398058,0.1,0.93,0.215577268,0.101024497,2.133910838,46862.31412,4217608.27,73161.4302,6584528.718,23.66920448
0.413,180000,360,34,33,32.02941176,0.051,0.77,0.197819241,0.051505321,3.840753444,46865.80449,16871689.62,27172.36571,9782051.657,-39.38687756
1.112,120000,220,34,33,32.02941176,0.051,0.77,0.131154192,0.051222124,2.560498906,46865.86653,10310490.64,73161.4302,16095514.64,48.2085334
0.525,170000,30,34,33,32.02941176,0.051,0.77,21.16402116,5.834983406,3.62709192,46869.50421,1406085.126,34541.14286,1036234.286,-2.17559318
1.225,50000,210,34,33,32.02941176,0.051,0.77,0.054443546,0.051038276,1.066719934,46872.65926,9843258.445,80596,16925160,141.6380311
1.225,170000,130,85,24,6.776470588,0.051,0.77,0.19321338,0.053278508,3.626478838,46877.42783,6094065.617,80596,10477480,25.78479049
0.525,140000,320,34,33,32.02941176,0.051,0.77,0.153186275,0.051303019,2.985911481,46886.85545,15003793.74,34541.14286,11053165.71,-28.21877164
1.225,60000,210,34,33,32.02941176,0.051,0.77,0.065332255,0.051055117,1.279641672,46888.12603,9846506.467,80596,16925160,117.9775589
1.112,150000,310,17,17.47,17.95299412,0.051,0.77,0.165136912,0.051628248,3.198576717,46895.85815,14537716.03,73161.4302,22680043.36,54.28218224
1.112,130000,220,34,33,32.02941176,0.051,0.77,0.142083708,0.051260687,2.771787044,46901.15003,10318253.01,73161.4302,16095514.64,44.44047414
0.525,170000,320,17,17.47,17.95299412,0.1,0.93,0.37202381,0.102639927,3.624552539,46902.34123,15008749.19,34541.14286,11053165.71,-23.26813812
1.225,140000,120,103,40,15.53398058,0.051,0.77,0.15410695,0.051632326,2.984698946,46905.90325,5628708.39,80596,9671520,28.87722579
1.225,70000,210,34,33,32.02941176,0.051,0.77,0.076220965,0.05107502,1.492333511,46906.40495,9850345.039,80596,16925160,101.0687852
1.225,50000,150,34,33,32.02941176,0.1,0.93,0.10670935,0.100121743,1.065795974,46913.29412,7036994.119,80596,12089400,101.0481176
0.819,200000,110,85,24,6.776470588,0.1,0.93,0.474866785,0.111395344,4.262896175,46916.4605,5160810.655,53884.18286,5927260.114,3.832247298
0.413,190000,360,34,33,32.02941176,0.051,0.77,0.208809199,0.051563028,4.049591481,46918.31285,16890592.63,27172.36571,9782051.657,-37.41337352
1.225,80000,210,34,33,32.02941176,0.051,0.77,0.087109674,0.051097986,1.704757484,46927.49601,9854774.161,80596,16925160,88.37982299
0.525,150000,320,34,33,32.02941176,0.051,0.77,0.164128151,0.051347854,3.196397492,46927.83059,15016905.79,34541.14286,11053165.71,-26.42493384
0.525,160000,130,103,40,15.53398058,0.1,0.93,0.350160171,0.102702951,3.40944606,46928.44443,6100697.776,34541.14286,4490348.571,-10.06468253
0.819,190000,360,17,17.47,17.95299412,0.051,0.77,0.210593893,0.052021726,4.048191213,46934.54188,16896435.08,53884.18286,19398305.83,13.1677408
1.225,60000,150,34,33,32.02941176,0.1,0.93,0.12805122,0.10017531,1.278271272,46938.39354,7040759.031,80596,12089400,84.14401615
1.112,140000,220,34,33,32.02941176,0.051,0.77,0.153013224,0.051302335,2.982578151,46939.2562,10326636.36,73161.4302,16095514.64,41.20627343
0.525,150000,20,103,40,15.53398058,0.1,0.93,13.86962552,4.340666466,3.195275571,46944.30783,938886.1566,34541.14286,690822.8571,-1.65375533
1.225,90000,210,34,33,32.02941176,0.051,0.77,0.097998383,0.051124013,1.916875781,46951.3992,9859793.832,80596,16925160,78.50406853
0.819,80000,20,17,17.47,17.95299412,0.032,0.87,28.72944049,16.86139668,1.703858882,46952.24519,939044.9038,53884.18286,1077683.657,1.732984417
1.112,170000,220,17,17.47,17.95299412,0.1,0.93,0.371603544,0.102633966,3.620668256,46952.65846,10329584.86,73161.4302,16095514.64,33.91723402
1.112,50000,160,103,40,15.53398058,0.032,0.87,0.034104998,0.03202741,1.064869056,46954.1299,7512660.783,73161.4302,11705828.83,83.86336098
1.112,110000,90,103,40,15.53398058,0.1,0.93,0.237134995,0.101239641,2.342313672,46962.11328,4226590.195,73161.4302,6584528.718,21.43580476
1.225,200000,90,85,24,6.776470588,0.1,0.93,0.47426378,0.111366422,4.258588654,46963.91604,4226752.444,80596,7253640,15.13443778
1.007,200000,230,17,17.47,17.95299412,0.1,0.93,0.441698503,0.103721366,4.258510282,46964.78035,10801899.48,66253.20163,15238236.38,22.18168448
1.225,70000,150,34,33,32.02941176,0.1,0.93,0.149393091,0.100238616,1.490374634,46968.05648,7045208.473,80596,12089400,72.05987896
0.525,160000,320,34,33,32.02941176,0.051,0.77,0.175070028,0.05139578,3.40631131,46971.63161,15030922.11,34541.14286,11053165.71,-24.8609775
1.112,60000,160,103,40,15.53398058,0.032,0.87,0.040925997,0.03203947,1.277361863,46971.81099,7515489.758,73161.4302,11705828.83,69.83898458
0.413,200000,360,34,33,32.02941176,0.051,0.77,0.219799156,0.051623854,4.257705322,46973.65949,16910517.42,27172.36571,9782051.657,-35.6423288
1.112,160000,310,17,17.47,17.95299412,0.051,0.77,0.176146039,0.051714807,3.406104577,46974.48255,14562089.59,73161.4302,22680043.36,50.73721108
1.225,100000,210,34,33,32.02941176,0.051,0.77,0.108887092,0.051153103,2.128650777,46978.11454,9865404.053,80596,16925160,70.59755947
1.112,150000,220,34,33,32.02941176,0.051,0.77,0.16394274,0.051347068,3.192835444,46980.18506,10335640.71,73161.4302,16095514.64,38.39915955
1.225,160000,210,17,17.47,17.95299412,0.1,0.93,0.348438695,0.102315812,3.405521482,46982.52554,9866330.363,80596,16925160,44.11768523
0.819,150000,160,85,24,6.776470588,0.051,0.77,0.168336565,0.052729549,3.192452183,46985.82512,7517732.019,53884.18286,8621469.257,7.358248252
1.225,150000,120,103,40,15.53398058,0.051,0.77,0.16511459,0.051725885,3.192107584,46990.8974,5638907.688,80596,9671520,26.88408208
1.112,70000,160,103,40,15.53398058,0.032,0.87,0.047746997,0.032053723,1.489592848,46992.70682,7518833.091,73161.4302,11705828.83,59.81422488
1.225,80000,150,34,33,32.02941176,0.1,0.93,0.170734961,0.100311662,1.702044985,47002.28296,7050342.444,80596,12089400,62.98821945
0.413,50000,220,47,54,62.04255319,0.1,0.93,0.106440457,0.100062533,1.063739375,47003.99477,10340878.85,27172.36571,5977920.457,-87.25916785
1.225,110000,210,34,33,32.02941176,0.051,0.77,0.119775801,0.051185255,2.34004505,47007.64202,9871604.824,80596,16925160,64.12322887
0.413,190000,360,17,17.47,17.95299412,0.1,0.93,0.417618397,0.10332667,4.041728973,47009.58457,16923450.45,27172.36571,9782051.657,-37.58630942
1.112,80000,160,103,40,15.53398058,0.032,0.87,0.054567996,0.032070169,1.701518827,47016.8174,7522690.784,73161.4302,11705828.83,52.28922561
0.413,60000,220,47,54,62.04255319,0.1,0.93,0.127728548,0.100090048,1.276136345,47016.91967,10343722.33,27172.36571,5977920.457,-72.7633645
0.525,170000,320,34,33,32.02941176,0.051,0.77,0.186011905,0.051446799,3.615616687,47018.2585,15045842.72,34541.14286,11053165.71,-23.48633532
1.112,160000,220,34,33,32.02941176,0.051,0.77,0.174872256,0.051394887,3.402522451,47023.93659,10345266.05,73161.4302,16095514.64,35.93905372
0.413,170000,60,17,17.47,17.95299412,0.032,0.87,13.45170837,3.721513444,3.614580081,47031.7426,2821904.556,27172.36571,1630341.943,-7.009191844
0.525,150000,50,17,17.47,17.95299412,0.051,0.77,13.44537815,4.215748502,3.189321693,47031.94423,2351597.211,34541.14286,1727057.143,-4.163600457
0.413,70000,220,47,54,62.04255319,0.1,0.93,0.149016639,0.100122565,1.488342202,47032.19455,10347082.8,27172.36571,5977920.457,-62.41660491
0.819,200000,360,17,17.47,17.95299412,0.051,0.77,0.221677782,0.052132106,4.252231472,47034.12816,16932286.14,53884.18286,19398305.83,12.33009846
1.225,120000,210,34,33,32.02941176,0.051,0.77,0.130664511,0.051220468,2.551021404,47039.98164,9878396.144,80596,16925160,58.72303214
1.225,90000,150,34,33,32.02941176,0.1,0.93,0.192076831,0.100394447,1.913221666,47041.07296,7056160.945,80596,12089400,55.92487839
1.112,190000,40,17,17.47,17.95299412,0.1,0.93,12.56347863,3.110719708,4.038769098,47044.03629,1881761.452,73161.4302,2926457.208,5.498398719
1.112,90000,160,103,40,15.53398058,0.032,0.87,0.061388996,0.032088807,1.913096823,47044.14272,7527062.835,73161.4302,11705828.83,46.4307333
0.525,180000,320,17,17.47,17.95299412,0.1,0.93,0.393907563,0.102959642,3.825844342,47048.43792,15055500.13,34541.14286,11053165.71,-22.23519122
0.413,80000,220,47,54,62.04255319,0.1,0.93,0.170304731,0.100160085,1.700325336,47049.81941,10350960.27,27172.36571,5977920.457,-54.66299767
0.525,150000,200,85,24,6.776470588,0.051,0.77,0.168067227,0.052724019,3.187678575,47056.18728,9411237.455,34541.14286,6908228.571,-16.68672589
1.112,170000,310,17,17.47,17.95299412,0.051,0.77,0.187155167,0.05180695,3.612549441,47058.17949,14588035.64,73161.4302,22680043.36,47.60004542
1.007,190000,100,85,24,6.776470588,0.1,0.93,0.443951165,0.109959883,4.037392114,47060.08102,4706008.102,66253.20163,6625320.163,10.10164243
0.819,120000,30,17,17.47,17.95299412,0.032,0.87,19.15296033,7.511731857,2.54973962,47063.62919,1411908.876,53884.18286,1616525.486,1.705138417
1.112,130000,20,85,24,6.776470588,0.1,0.93,6.87685146,2.489808674,2.761999961,47067.34317,941346.8633,73161.4302,1463228.604,4.014474929
0.525,180000,320,34,33,32.02941176,0.051,0.77,0.196953782,0.05150091,3.824277731,47067.71126,15061667.6,34541.14286,11053165.71,-22.26945493
0.413,90000,220,47,54,62.04255319,0.1,0.93,0.191592822,0.100202608,1.912054247,47069.79425,10355354.74,27172.36571,5977920.457,-48.63815865
1.112,170000,220,34,33,32.02941176,0.051,0.77,0.185801772,0.05144579,3.611603042,47070.51081,10355512.38,73161.4302,16095514.64,33.76471922
1.112,120000,90,103,40,15.53398058,0.1,0.93,0.258692722,0.101475275,2.549317767,47071.41713,4236427.541,73161.4302,6584528.718,19.56750981
0.525,170000,140,85,24,6.776470588,0.1,0.93,0.388726919,0.107636126,3.611491181,47071.96875,6590075.625,34541.14286,4835760,-10.31950368
1.112,100000,160,103,40,15.53398058,0.032,0.87,0.068209995,0.032109639,2.124284097,47074.68279,7531949.246,73161.4302,11705828.83,41.73879587
1.225,130000,210,34,33,32.02941176,0.051,0.77,0.14155322,0.051258744,2.761542892,47075.1334,9885778.013,80596,16925160,54.1490922
1.225,160000,120,103,40,15.53398058,0.051,0.77,0.176122229,0.051825896,3.398344136,47081.75322,5649810.387,80596,9671520,25.13568508
0.413,130000,20,103,40,15.53398058,0.032,0.87,15.28009591,5.533998934,2.761130982,47082.15613,941643.1226,27172.36571,543447.3143,-3.06304468
1.225,100000,150,34,33,32.02941176,0.1,0.93,0.213418701,0.100486971,2.123844495,47084.4265,7062663.975,80596,12089400,50.26736025
0.525,170000,130,103,40,15.53398058,0.1,0.93,0.372045182,0.103051378,3.610288273,47087.6526,6121394.838,34541.14286,4490348.571,-9.594389806
0.413,100000,220,47,54,62.04255319,0.1,0.93,0.212880913,0.100250133,2.123497561,47092.11908,10360266.2,27172.36571,5977920.457,-43.8234574
1.112,180000,220,17,17.47,17.95299412,0.1,0.93,0.393462576,0.102952959,3.821770452,47098.59011,10361689.82,73161.4302,16095514.64,31.85458234
0.819,150000,40,17,17.47,17.95299412,0.051,0.77,13.46692523,4.229107751,3.184341952,47105.49378,1884219.751,53884.18286,2155367.314,1.807650422
1.112,110000,160,103,40,15.53398058,0.032,0.87,0.075030995,0.032132663,2.335038172,47108.43759,7537350.015,73161.4302,11705828.83,37.89526198
1.225,140000,210,34,33,32.02941176,0.051,0.77,0.152441929,0.051300082,2.971572833,47113.0973,9893750.432,80596,16925160,50.22435405
0.413,110000,220,47,54,62.04255319,0.1,0.93,0.234169004,0.100302661,2.334624046,47116.79389,10365694.66,27172.36571,5977920.457,-39.88885634
1.225,170000,210,17,17.47,17.95299412,0.1,0.93,0.370216114,0.102614334,3.607840128,47119.60452,9895116.948,80596,16925160,41.35319442
1.112,180000,220,34,33,32.02941176,0.051,0.77,0.196731288,0.051499778,3.820041439,47119.9077,10366379.69,73161.4302,16095514.64,31.8285275
0.525,190000,320,34,33,32.02941176,0.051,0.77,0.207895658,0.051558112,4.03225893,47119.98989,15078396.76,34541.14286,11053165.71,-21.18542658
1.225,180000,130,85,24,6.776470588,0.051,0.77,0.204578873,0.053554451,3.820016224,47120.21872,6125628.433,80596,10477480,24.17695315
1.225,110000,150,34,33,32.02941176,0.1,0.93,0.234760571,0.100589235,2.333853818,47132.34356,7069851.535,80596,12089400,45.63225878
0.413,140000,160,85,24,6.776470588,0.1,0.93,0.311565304,0.104905486,2.969961978,47138.65061,7542184.098,27172.36571,4347578.514,-22.81861131
1.112,190000,30,85,24,6.776470588,0.1,0.93,4.467014624,1.10836693,4.030266967,47143.27898,1414298.369,73161.4302,2194842.906,4.10812914
0.413,120000,220,47,54,62.04255319,0.1,0.93,0.255457096,0.100360192,2.545402629,47143.81868,10371640.11,27172.36571,5977920.457,-36.61433043
0.525,160000,50,17,17.47,17.95299412,0.032,0.87,14.34173669,4.225896423,3.393773831,47145.15697,2357257.848,34541.14286,1727057.143,-3.93875441
1.112,120000,160,103,40,15.53398058,0.032,0.87,0.081851994,0.03215788,2.545316867,47145.40715,7543265.144,73161.4302,11705828.83,34.68803074
1.112,180000,310,17,17.47,17.95299412,0.051,0.77,0.198164294,0.051904677,3.817850443,47146.94897,14615554.18,73161.4302,22680043.36,44.80271768
1.112,110000,10,103,40,15.53398058,0.1,0.93,19.20793462,8.233284858,2.332961261,47150.37572,471503.7572,73161.4302,731614.302,2.364641316
1.225,150000,210,34,33,32.02941176,0.051,0.77,0.163330638,0.051344482,3.181074838,47153.87334,9902313.401,80596,16925160,46.81897733
0.819,50000,260,17,17.47,17.95299412,0.1,0.93,0.106247931,0.100215324,1.060196456,47161.07069,12261878.38,53884.18286,14009887.54,34.96018327
1.225,190000,20,34,33,32.02941176,0.1,0.93,22.80912365,5.662315768,4.028232367,47167.09035,943341.8069,80596,1611920,3.518832595
1.112,190000,220,34,33,32.02941176,0.051,0.77,0.207660804,0.051556852,4.027802242,47172.12727,10377868,73161.4302,16095514.64,30.09287708
0.413,200000,360,17,17.47,17.95299412,0.1,0.93,0.439598313,0.103686061,4.239705003,47173.09338,16982313.62,27172.36571,9782051.657,-36.0013098
0.413,130000,220,47,54,62.04255319,0.1,0.93,0.276745187,0.100422725,2.755802406,47173.19345,10378102.56,27172.36571,5977920.457,-33.84755462
0.525,200000,320,34,33,32.02941176,0.051,0.77,0.218837535,0.051618407,4.239525169,47175.09439,15096030.2,34541.14286,11053165.71,-20.21432245
1.225,170000,120,103,40,15.53398058,0.051,0.77,0.187129868,0.051932359,3.603338503,47178.47071,5661416.485,80596,9671520,23.5888442
1.225,120000,150,34,33,32.02941176,0.1,0.93,0.256102441,0.100701239,2.543190573,47184.82416,7077723.624,80596,12089400,41.7639698
1.112,130000,160,103,40,15.53398058,0.032,0.87,0.088672994,0.03218529,2.75507832,47185.59144,7549694.631,73161.4302,11705828.83,31.97026309
1.112,130000,90,103,40,15.53398058,0.1,0.93,0.280250449,0.101731399,2.754807764,47190.22566,4247120.309,73161.4302,6584528.718,17.98006469
1.225,160000,210,34,33,32.02941176,0.051,0.77,0.174219348,0.051391943,3.390012828,47197.46152,9911466.919,80596,16925160,43.83558175
0.819,160000,160,85,24,6.776470588,0.051,0.77,0.179559003,0.052967843,3.389962532,47198.16177,7551705.884,53884.18286,8621469.257,6.686021084
0.525,190000,320,17,17.47,17.95299412,0.1,0.93,0.415791317,0.103297626,4.02517787,47202.88299,15104922.56,34541.14286,11053165.71,-21.32503602
0.413,140000,220,47,54,62.04255319,0.1,0.93,0.298033278,0.100490261,2.965792662,47204.9182,10385082,27172.36571,5977920.457,-31.47972533
0.819,60000,260,17,17.47,17.95299412,0.1,0.93,0.127497517,0.100310066,1.271034127,47205.65619,12273470.61,53884.18286,14009887.54,28.94028221
1.112,190000,30,85,24,6.776470588,0.032,0.87,4.467014624,1.109909476,4.024665721,47208.88967,1416266.69,73161.4302,2194842.906,4.097769558
0.819,160000,40,17,17.47,17.95299412,0.032,0.87,14.36472025,4.239349169,3.388425834,47219.56679,1888782.672,53884.18286,2155367.314,1.666154017
1.112,200000,220,34,33,32.02941176,0.051,0.77,0.21859032,0.05161701,4.234850447,47227.16953,10389977.3,73161.4302,16095514.64,28.52768675
1.112,140000,160,103,40,15.53398058,0.032,0.87,0.095493993,0.032214892,2.964281018,47228.99048,7556638.477,73161.4302,11705828.83,29.63707397
0.413,150000,220,47,54,62.04255319,0.1,0.93,0.31932137,0.1005628,3.175342883,47238.99293,10392578.44,27172.36571,5977920.457,-29.43105325
1.112,190000,310,17,17.47,17.95299412,0.051,0.77,0.209173422,0.052007989,4.021947897,47240.79099,14644645.21,73161.4302,22680043.36,42.29156924
1.225,130000,150,34,33,32.02941176,0.1,0.93,0.277444311,0.100822982,2.751796335,47241.86828,7086280.243,80596,12089400,38.4855366
1.225,170000,210,34,33,32.02941176,0.051,0.77,0.185108057,0.051442467,3.598351053,47243.86184,9921210.987,80596,16925160,41.19970007
0.413,50000,390,47,54,62.04255319,0.032,0.87,0.033870599,0.032006769,1.058232376,47248.60164,18426954.64,27172.36571,10597222.63,-156.5946402
1.112,140000,30,17,17.47,17.95299412,0.032,0.87,16.4574223,5.554526866,2.962884634,47251.24914,1417537.474,73161.4302,2194842.906,5.552181656
1.112,190000,220,17,17.47,17.95299412,0.1,0.93,0.415321608,0.103290179,4.020920579,47252.8607,10395629.35,73161.4302,16095514.64,29.99939626
0.413,60000,390,47,54,62.04255319,0.032,0.87,0.040644719,0.032009747,1.2697607,47252.99814,18428669.28,27172.36571,10597222.63,-130.5241108
0.525,180000,130,103,40,15.53398058,0.1,0.93,0.393930192,0.103420922,3.808999034,47256.50975,6143346.268,34541.14286,4490348.571,-9.183320535
0.413,70000,390,47,54,62.04255319,0.032,0.87,0.047418839,0.032013267,1.48122461,47258.19401,18430695.66,27172.36571,10597222.63,-111.9067576
0.819,70000,260,17,17.47,17.95299412,0.1,0.93,0.148747103,0.100422034,1.481219779,47258.34815,12287170.52,53884.18286,14009887.54,24.61024319
0.413,80000,390,47,54,62.04255319,0.032,0.87,0.054192958,0.032017328,1.692613399,47264.18923,18433033.8,27172.36571,10597222.63,-97.94763965
1.225,180000,210,17,17.47,17.95299412,0.1,0.93,0.391993532,0.102930949,3.808315521,47264.99131,9925648.175,80596,16925160,38.88617681
0.525,160000,200,85,24,6.776470588,0.051,0.77,0.179271709,0.052961551,3.38494069,47268.18419,9453636.838,34541.14286,6908228.571,-15.90880167
